	run	biosample	breed	country	direction
1480	ERZ1738264	SAMN08435327	Brahman	AM	WHOLE
1481	ERZ1738264	SAMN08473803	Angus	SC	WHOLE
1482	ERZ1738264	SAMN08473804	Holstein	AM	WHOLE
1483	ERZ1738264	SAMN08612380	Holstein	AM	WHOLE
1484	ERZ1738264	SAMN08612381	Holstein	AM	WHOLE
1485	ERZ1738264	SAMN08612382	Holstein	AM	WHOLE
1486	ERZ1738264	SAMN08612383	Holstein	AM	WHOLE
1487	ERZ1738264	SAMN08612384	Holstein	AM	WHOLE
1488	ERZ1738264	SAMN08612385	Holstein	AM	WHOLE
1489	ERZ1738264	SAMN08612386	Holstein	AM	WHOLE
1490	ERZ1738264	SAMN08612387	Holstein	AM	WHOLE
1491	ERZ1738264	SAMN08612388	Holstein	AM	WHOLE
1492	ERZ1738264	SAMN08612389	Holstein	AM	WHOLE
1493	ERZ1738264	SAMN08612390	Holstein	AM	WHOLE
1494	ERZ1738264	SAMN08612392	Holstein	AM	WHOLE
1495	ERZ1738264	SAMN08612393	Holstein	AM	WHOLE
1496	ERZ1738264	SAMN08612394	Holstein	AM	WHOLE
1497	ERZ1738264	SAMN08612395	Holstein	AM	WHOLE
1498	ERZ1738264	SAMN08612396	Holstein	AM	WHOLE
1499	ERZ1738264	SAMN08612397	Holstein	AM	WHOLE
1500	ERZ1738264	SAMN08612398	Holstein	AM	WHOLE
1501	ERZ1738264	SAMN08612399	Holstein	AM	WHOLE
1502	ERZ1738264	SAMN08612400	Holstein	AM	WHOLE
1503	ERZ1738264	SAMN08612401	Holstein	AM	WHOLE
1504	ERZ1738264	SAMN08612402	Holstein	AM	WHOLE
1505	ERZ1738264	SAMN08612403	Holstein	AM	WHOLE
1506	ERZ1738264	SAMN08612404	Holstein	AM	WHOLE
1507	ERZ1738264	SAMN08612405	Holstein	AM	WHOLE
1508	ERZ1738264	SAMN08612406	Holstein	AM	WHOLE
1509	ERZ1738264	SAMN08612407	Holstein	AM	WHOLE
1510	ERZ1738264	SAMN08612408	Holstein	AM	WHOLE
1511	ERZ1738264	SAMN08612409	Holstein	AM	WHOLE
1512	ERZ1738264	SAMN08612410	Holstein	AM	WHOLE
1513	ERZ1738264	SAMN08612411	Holstein	AM	WHOLE
1514	ERZ1738264	SAMN08612412	Holstein	AM	WHOLE
1515	ERZ1738264	SAMN08612413	Holstein	AM	WHOLE
1516	ERZ1738264	SAMN08612414	Holstein	AM	WHOLE
1517	ERZ1738264	SAMN08612415	Holstein	AM	WHOLE
1518	ERZ1738264	SAMN08612416	Holstein	AM	WHOLE
1519	ERZ1738264	SAMN08612417	Holstein	AM	WHOLE
1520	ERZ1738264	SAMN08612418	Holstein	AM	WHOLE
1521	ERZ1738264	SAMN08612419	Holstein	AM	WHOLE
1522	ERZ1738264	SAMN08612420	Holstein	AM	WHOLE
1523	ERZ1738264	SAMN08612421	Holstein	AM	WHOLE
1524	ERZ1738264	SAMN08612422	Holstein	AM	WHOLE
1525	ERZ1738264	SAMN08612423	Holstein	AM	WHOLE
1526	ERZ1738264	SAMN08612424	Holstein	AM	WHOLE
1527	ERZ1738264	SAMN08612425	Holstein	AM	WHOLE
1528	ERZ1738264	SAMN08612426	Holstein	AM	WHOLE
1529	ERZ1738264	SAMN08612427	Holstein	AM	WHOLE
1530	ERZ1738264	SAMN08612428	Holstein	AM	WHOLE
1531	ERZ1738264	SAMN08612429	Holstein	AM	WHOLE
1532	ERZ1738264	SAMN08612430	Holstein	AM	WHOLE
1533	ERZ1738264	SAMN08612431	Holstein	AM	WHOLE
1534	ERZ1738264	SAMN08612432	Holstein	AM	WHOLE
1535	ERZ1738264	SAMN08612433	Holstein	AM	WHOLE
1536	ERZ1738264	SAMN08612434	Holstein	AM	WHOLE
1537	ERZ1738264	SAMN08612435	Holstein	AM	WHOLE
1538	ERZ1738264	SAMN08612436	Holstein	AM	WHOLE
1539	ERZ1738264	SAMN08612437	Holstein	AM	WHOLE
1540	ERZ1738264	SAMN08612438	Holstein	AM	WHOLE
1541	ERZ1738264	SAMN08612439	Holstein	AM	WHOLE
1542	ERZ1738264	SAMN08612440	Holstein	AM	WHOLE
1543	ERZ1738264	SAMN08612441	Holstein	AM	WHOLE
1544	ERZ1738264	SAMN08612442	Holstein	AM	WHOLE
1545	ERZ1738264	SAMN08612443	Holstein	AM	WHOLE
1546	ERZ1738264	SAMN08612444	Holstein	AM	WHOLE
1547	ERZ1738264	SAMN08612445	Holstein	AM	WHOLE
1548	ERZ1738264	SAMN08612446	Holstein	AM	WHOLE
1549	ERZ1738264	SAMN08612447	Holstein	AM	WHOLE
1550	ERZ1738264	SAMN08612448	Holstein	AM	WHOLE
1551	ERZ1738264	SAMN08612449	Holstein	AM	WHOLE
1552	ERZ1738264	SAMN08612450	Holstein	AM	WHOLE
1553	ERZ1738264	SAMN08612451	Holstein	AM	WHOLE
1554	ERZ1738264	SAMN08612452	Holstein	AM	WHOLE
1555	ERZ1738264	SAMN08612453	Holstein	AM	WHOLE
1556	ERZ1738264	SAMN08612454	Holstein	AM	WHOLE
1557	ERZ1738264	SAMN08612455	Holstein	AM	WHOLE
1558	ERZ1738264	SAMN08612456	Holstein	AM	WHOLE
1559	ERZ1738264	SAMN08612457	Holstein	AM	WHOLE
1560	ERZ1738264	SAMN08612458	Holstein	AM	WHOLE
1561	ERZ1738264	SAMN08612459	Holstein	AM	WHOLE
1562	ERZ1738264	SAMN08612460	Holstein	AM	WHOLE
1563	ERZ1738264	SAMN08612461	Holstein	AM	WHOLE
1564	ERZ1738264	SAMN08612462	Holstein	AM	WHOLE
1565	ERZ1738264	SAMN08612463	Holstein	AM	WHOLE
1566	ERZ1738264	SAMN08612464	Jersey	UK	S
1567	ERZ1738264	SAMN08612465	Jersey	UK	S
1568	ERZ1738264	SAMN08612466	Jersey	UK	S
1569	ERZ1738264	SAMN08612467	Jersey	UK	S
1570	ERZ1738264	SAMN08612468	Jersey	UK	S
1571	ERZ1738264	SAMN08612469	Jersey	UK	S
1572	ERZ1738264	SAMN08612470	Jersey	UK	S
1573	ERZ1738264	SAMN08612471	Jersey	UK	S
1574	ERZ1738264	SAMN08612472	Jersey	UK	S
1575	ERZ1738264	SAMN08612473	Jersey	UK	S
1576	ERZ1738264	SAMN08612474	Jersey	UK	S
1577	ERZ1738264	SAMN08612475	Jersey	UK	S
1578	ERZ1738264	SAMN08612476	Jersey	UK	S
1579	ERZ1738264	SAMN08612477	Jersey	UK	S
1580	ERZ1738264	SAMN08612478	Jersey	UK	S
1581	ERZ1738264	SAMN08612479	Jersey	UK	S
1582	ERZ1738264	SAMN08612480	Jersey	UK	S
1583	ERZ1738264	SAMN08612481	Jersey	UK	S
1584	ERZ1738264	SAMN08612482	Jersey	UK	S
1585	ERZ1738264	SAMN08612483	Jersey	UK	S
1586	ERZ1738264	SAMN08612484	Jersey	UK	S
1587	ERZ1738264	SAMN08612485	Jersey	UK	S
1588	ERZ1738264	SAMN08612486	Jersey	UK	S
1589	ERZ1738264	SAMN08612487	Jersey	UK	S
1590	ERZ1738264	SAMN08612488	Jersey	UK	S
1591	ERZ1738264	SAMN08612489	Jersey	UK	S
1592	ERZ1738264	SAMN08612490	Jersey	UK	S
1593	ERZ1738264	SAMN08612491	Jersey	UK	S
1594	ERZ1738264	SAMN08612492	Jersey	UK	S
1595	ERZ1738264	SAMN08612493	Jersey	UK	S
1596	ERZ1738264	SAMN08612494	Jersey	UK	S
1597	ERZ1738264	SAMN08612495	Jersey	UK	S
1598	ERZ1738264	SAMN08612496	Jersey	UK	S
1599	ERZ1738264	SAMN08612497	Jersey	UK	S
1600	ERZ1738264	SAMN08612498	Jersey	UK	S
1601	ERZ1738264	SAMN08612499	Jersey	UK	S
1602	ERZ1738264	SAMN08612501	Jersey	UK	S
1603	ERZ1738264	SAMN08612503	Jersey	UK	S
1604	ERZ1738264	SAMN08612504	Jersey	UK	S
1605	ERZ1738264	SAMN08612505	Jersey	UK	S
1606	ERZ1738264	SAMN08612526	Jersey	UK	S
1607	ERZ1738264	SAMN08612527	Jersey	UK	S
1608	ERZ1738264	SAMN08612528	Jersey	UK	S
1609	ERZ1738264	SAMN08612529	Jersey	UK	S
1610	ERZ1738264	SAMN08612530	Jersey	UK	S
1611	ERZ1738264	SAMN08612531	Jersey	UK	S
1612	ERZ1738264	SAMN08612532	Jersey	UK	S
1613	ERZ1738264	SAMN08612533	Jersey	UK	S
1614	ERZ1738264	SAMN08612534	Jersey	UK	S
1615	ERZ1738264	SAMN08612535	Jersey	UK	S
1616	ERZ1738264	SAMN08612537	Jersey	UK	S
1617	ERZ1738264	SAMN08612538	Jersey	UK	S
1618	ERZ1738264	SAMN08612539	Jersey	UK	S
1619	ERZ1738264	SAMN08612540	Jersey	UK	S
1620	ERZ1738264	SAMN08612541	Jersey	UK	S
1621	ERZ1738264	SAMN08612542	Jersey	UK	S
1622	ERZ1738264	SAMN08612543	Jersey	UK	S
1623	ERZ1738264	SAMN08612544	Jersey	UK	S
1624	ERZ1738264	SAMN08612545	Jersey	UK	S
1625	ERZ1738264	SAMN08612546	Jersey	UK	S
1626	ERZ1738264	SAMN08612547	Jersey	UK	S
1627	ERZ1738264	SAMN08767044	German Angus	DU	WHOLE
1628	ERZ1738264	SAMN08810150	Friesian-Jersey cross	AMxUK	mixed
1629	ERZ1738264	SAMN08810152	Friesian-Jersey cross	AMxUK	mixed
1630	ERZ1738264	SAMN08810154	Friesian-Jersey cross	AMxUK	mixed
1631	ERZ1738264	SAMN08810156	Friesian-Jersey cross	AMxUK	mixed
1632	ERZ1738264	SAMN08810158	Friesian-Jersey cross	AMxUK	mixed
1633	ERZ1738264	SAMN08810160	Friesian-Jersey cross	AMxUK	mixed
1634	ERZ1738264	SAMN08810162	Friesian-Jersey cross	AMxUK	mixed
1635	ERZ1738264	SAMN08810164	Friesian-Jersey cross	AMxUK	mixed
1636	ERZ1738264	SAMN08810166	Friesian-Jersey cross	AMxUK	mixed
1637	ERZ1738264	SAMN09087152	Angus	SC	WHOLE
1638	ERZ1738264	SAMN09087153	Angus	SC	WHOLE
1639	ERZ1738264	SAMN09087154	Angus	SC	WHOLE
1640	ERZ1738264	SAMN09087155	Angus	SC	WHOLE
1641	ERZ1738264	SAMN09087156	Angus	SC	WHOLE
1642	ERZ1738264	SAMN09087157	Angus	SC	WHOLE
1643	ERZ1738264	SAMN09087158	Angus	SC	WHOLE
1644	ERZ1738264	SAMN09087159	Angus	SC	WHOLE
1645	ERZ1738264	SAMN09087160	Angus	SC	WHOLE
1646	ERZ1738264	SAMN09087161	Angus	SC	WHOLE
1647	ERZ1738264	SAMN09087162	Angus	SC	WHOLE
1648	ERZ1738264	SAMN09087163	Angus	SC	WHOLE
1649	ERZ1738264	SAMN09087164	Angus	SC	WHOLE
1650	ERZ1738264	SAMN09087165	Angus	SC	WHOLE
1651	ERZ1738264	SAMN09087166	Angus	SC	WHOLE
1652	ERZ1738264	SAMN09087167	Angus	SC	WHOLE
1653	ERZ1738264	SAMN09087168	Angus	SC	WHOLE
1654	ERZ1738264	SAMN09087169	Angus	SC	WHOLE
1655	ERZ1738264	SAMN09087170	Angus	SC	WHOLE
1656	ERZ1738264	SAMN09087171	Angus	SC	WHOLE
1657	ERZ1738264	SAMN09087172	Angus	SC	WHOLE
1658	ERZ1738264	SAMN09087173	Angus	SC	WHOLE
1659	ERZ1738264	SAMN09087174	Angus	SC	WHOLE
1660	ERZ1738264	SAMN09087175	Angus	SC	WHOLE
1661	ERZ1738264	SAMN09087176	Angus	SC	WHOLE
1662	ERZ1738264	SAMN09087177	Angus	SC	WHOLE
1663	ERZ1738264	SAMN09087178	Angus	SC	WHOLE
1664	ERZ1738264	SAMN09087179	Angus	SC	WHOLE
1665	ERZ1738264	SAMN09087180	Angus	SC	WHOLE
1666	ERZ1738264	SAMN09087181	Angus	SC	WHOLE
1667	ERZ1738264	SAMN09087182	Angus	SC	WHOLE
1668	ERZ1738264	SAMN09087183	Angus	SC	WHOLE
1669	ERZ1738264	SAMN09087184	Angus	SC	WHOLE
1670	ERZ1738264	SAMN09087185	Angus	SC	WHOLE
1671	ERZ1738264	SAMN09087186	Angus	SC	WHOLE
1672	ERZ1738264	SAMN09087187	Angus	SC	WHOLE
1673	ERZ1738264	SAMN09087188	Angus	SC	WHOLE
1674	ERZ1738264	SAMN09087189	Angus	SC	WHOLE
1675	ERZ1738264	SAMN09087190	Angus	SC	WHOLE
1676	ERZ1738264	SAMN09087191	Angus	SC	WHOLE
1677	ERZ1738264	SAMN09087192	Angus	SC	WHOLE
1678	ERZ1738264	SAMN09087193	Angus	SC	WHOLE
1679	ERZ1738264	SAMN09087194	Angus	SC	WHOLE
1680	ERZ1738264	SAMN09087195	Angus	SC	WHOLE
1681	ERZ1738264	SAMN09087196	Angus	SC	WHOLE
1682	ERZ1738264	SAMN09087198	Angus	SC	WHOLE
1683	ERZ1738264	SAMN09087199	Angus	SC	WHOLE
1684	ERZ1738264	SAMN09213440	San Martinero	CO	C
1685	ERZ1738264	SAMN09213441	San Martinero	CO	C
1686	ERZ1738264	SAMN09213442	Costeno con Cuernos	AM	WHOLE
1687	ERZ1738264	SAMN09213443	Costeno con Cuernos	AM	WHOLE
1688	ERZ1738264	SAMN09379695	Limousin	FR	CS
1689	ERZ1738264	SAMN09379696	Simmental	SW	W
1690	ERZ1738264	SAMN09379697	Hereford	UK	SW
1691	ERZ1738264	SAMN09379698	Simmental	SW	W
1692	ERZ1738264	SAMN09379699	Angus	SC	WHOLE
1693	ERZ1738264	SAMN09379700	Angus	SC	WHOLE
1694	ERZ1738264	SAMN09379701	Hereford	UK	SW
1695	ERZ1738264	SAMN09379702	Angus	SC	WHOLE
1696	ERZ1738264	SAMN09379703	Angus	SC	WHOLE
1697	ERZ1738264	SAMN09379704	Charolais	FR	C
1698	ERZ1738264	SAMN09379705	Charolais	FR	C
1699	ERZ1738264	SAMN09379706	Simmental	SW	W
1700	ERZ1738264	SAMN09379707	Charolais	FR	C
1701	ERZ1738264	SAMN09379708	Simmental	SW	W
1702	ERZ1738264	SAMN09379709	Limousin	FR	CS
1703	ERZ1738264	SAMN09379710	Limousin	FR	CS
1704	ERZ1738264	SAMN09379711	Angus	SC	WHOLE
1705	ERZ1738264	SAMN09379712	Charolais	FR	C
1706	ERZ1738264	SAMN09379713	Charolais	FR	C
1707	ERZ1738264	SAMN09379714	Hereford	UK	SW
1708	ERZ1738264	SAMN09379715	Belgian Blue	BE	WHOLE
1709	ERZ1738264	SAMN09379716	Charolais	FR	C
1710	ERZ1738264	SAMN09379717	Simmental	SW	W
1711	ERZ1738264	SAMN09379718	Simmental	SW	W
1712	ERZ1738264	SAMN09379719	Belgian Blue	BE	WHOLE
1713	ERZ1738264	SAMN09379720	Charolais	FR	C
1714	ERZ1738264	SAMN09379721	Hereford	UK	SW
1715	ERZ1738264	SAMN09379722	Limousin	FR	CS
1716	ERZ1738264	SAMN09379723	Limousin	FR	CS
1717	ERZ1738264	SAMN09379724	Limousin	FR	CS
1718	ERZ1738264	SAMN09379725	Charolais	FR	C
1719	ERZ1738264	SAMN09379726	Limousin	FR	CS
1720	ERZ1738264	SAMN09379727	Hereford	UK	SW
1721	ERZ1738264	SAMN09379728	Charolais	FR	C
1722	ERZ1738264	SAMN09379729	Charolais	FR	C
1723	ERZ1738264	SAMN09379730	Simmental	SW	W
1724	ERZ1738264	SAMN09379731	Simmental	SW	W
1725	ERZ1738264	SAMN09379732	Limousin	FR	CS
1726	ERZ1738264	SAMN09379733	Charolais	FR	C
1727	ERZ1738264	SAMN09379734	Simmental	SW	W
1728	ERZ1738264	SAMN09379735	Charolais	FR	C
1729	ERZ1738264	SAMN09379736	Charolais	FR	C
1730	ERZ1738264	SAMN09379737	Limousin	FR	CS
1731	ERZ1738264	SAMN09379738	Charolais	FR	C
1732	ERZ1738264	SAMN09379739	Angus	SC	WHOLE
1733	ERZ1738264	SAMN09379740	Charolais	FR	C
1734	ERZ1738264	SAMN09379741	Limousin	FR	CS
1735	ERZ1738264	SAMN09379742	Charolais	FR	C
1736	ERZ1738264	SAMN09379743	Hereford	UK	SW
1737	ERZ1738264	SAMN09379744	Charolais	FR	C
1738	ERZ1738264	SAMN09379745	Belgian Blue	BE	WHOLE
1739	ERZ1738264	SAMN09379746	Charolais	FR	C
1740	ERZ1738264	SAMN09379747	Charolais	FR	C
1741	ERZ1738264	SAMN09379748	Limousin	FR	CS
1742	ERZ1738264	SAMN09379749	Charolais	FR	C
1743	ERZ1738264	SAMN09379750	Belgian Blue	BE	WHOLE
1744	ERZ1738264	SAMN09379751	Hereford	UK	SW
1745	ERZ1738264	SAMN09379752	Limousin	FR	CS
1746	ERZ1738264	SAMN09379753	Hereford	UK	SW
1747	ERZ1738264	SAMN09379754	Hereford	UK	SW
1748	ERZ1738264	SAMN09379755	Hereford	UK	SW
1749	ERZ1738264	SAMN09379756	Limousin	FR	CS
1750	ERZ1738264	SAMN09379757	Limousin	FR	CS
1751	ERZ1738264	SAMN09379758	Angus	SC	WHOLE
1752	ERZ1738264	SAMN09379759	Angus	SC	WHOLE
1753	ERZ1738264	SAMN09379760	Charolais	FR	C
1754	ERZ1738264	SAMN09379761	Charolais	FR	C
1755	ERZ1738264	SAMN09379762	Charolais	FR	C
1756	ERZ1738264	SAMN09379763	Hereford	UK	SW
1757	ERZ1738264	SAMN09379764	Charolais	FR	C
1758	ERZ1738264	SAMN09379765	Charolais	FR	C
1759	ERZ1738264	SAMN09379766	Limousin	FR	CS
1760	ERZ1738264	SAMN09379767	Simmental	SW	W
1761	ERZ1738264	SAMN09379768	Simmental	SW	W
1762	ERZ1738264	SAMN09379769	Belgian Blue	BE	WHOLE
1763	ERZ1738264	SAMN09379770	Limousin	FR	CS
1764	ERZ1738264	SAMN09379771	Charolais	FR	C
1765	ERZ1738264	SAMN09379772	Simmental	SW	W
1766	ERZ1738264	SAMN09379773	Limousin	FR	CS
1767	ERZ1738264	SAMN09379774	Limousin	FR	CS
1768	ERZ1738264	SAMN09379775	Angus	SC	WHOLE
1769	ERZ1738264	SAMN09379776	Limousin	FR	CS
1770	ERZ1738264	SAMN09379777	Simmental	SW	W
1771	ERZ1738264	SAMN09379778	Simmental	SW	W
1772	ERZ1738264	SAMN09379779	Charolais	FR	C
1773	ERZ1738264	SAMN09379780	Angus	SC	WHOLE
1774	ERZ1738264	SAMN09379781	Charolais	FR	C
1775	ERZ1738264	SAMN09379782	Simmental	SW	W
1776	ERZ1738264	SAMN09379783	Charolais	FR	C
1777	ERZ1738264	SAMN09379784	Limousin	FR	CS
1778	ERZ1738264	SAMN09379785	Simmental	SW	W
1779	ERZ1738264	SAMN09379786	Simmental	SW	W
1780	ERZ1738264	SAMN09379787	Angus	SC	WHOLE
1781	ERZ1738264	SAMN09379788	Angus	SC	WHOLE
1782	ERZ1738264	SAMN09379789	Angus	SC	WHOLE
1783	ERZ1738264	SAMN09379790	Hereford	UK	SW
1784	ERZ1738264	SAMN09379791	Limousin	FR	CS
1785	ERZ1738264	SAMN09379792	Limousin	FR	CS
1786	ERZ1738264	SAMN09379793	Limousin	FR	CS
1787	ERZ1738264	SAMN09379794	Charolais	FR	C
1788	ERZ1738264	SAMN09379795	Hereford	UK	SW
1789	ERZ1738264	SAMN09379796	Belgian Blue	BE	WHOLE
1790	ERZ1738264	SAMN09379797	Limousin	FR	CS
1791	ERZ1738264	SAMN09379798	Charolais	FR	C
1792	ERZ1738264	SAMN09379799	Charolais	FR	C
1793	ERZ1738264	SAMN09379800	Angus	SC	WHOLE
1794	ERZ1738264	SAMN09379801	Charolais	FR	C
1795	ERZ1738264	SAMN09379802	Charolais	FR	C
1796	ERZ1738264	SAMN09379803	Charolais	FR	C
1797	ERZ1738264	SAMN09379804	Angus	SC	WHOLE
1798	ERZ1738264	SAMN09379805	Charolais	FR	C
1799	ERZ1738264	SAMN09379806	Limousin	FR	CS
1800	ERZ1738264	SAMN09379807	Simmental	SW	W
1801	ERZ1738264	SAMN09379808	Hereford	UK	SW
1802	ERZ1738264	SAMN09379809	Simmental	SW	W
1803	ERZ1738264	SAMN09379810	Hereford	UK	SW
1804	ERZ1738264	SAMN09379811	Charolais	FR	C
1805	ERZ1738264	SAMN09379812	Charolais	FR	C
1806	ERZ1738264	SAMN09379813	Belgian Blue	BE	WHOLE
1807	ERZ1738264	SAMN09379814	Charolais	FR	C
1808	ERZ1738264	SAMN09379815	Limousin	FR	CS
1809	ERZ1738264	SAMN09379816	Belgian Blue	BE	WHOLE
1810	ERZ1738264	SAMN09379817	Limousin	FR	CS
1811	ERZ1738264	SAMN09379818	Limousin	FR	CS
1812	ERZ1738264	SAMN09379819	Limousin	FR	CS
1813	ERZ1738264	SAMN09379820	Limousin	FR	CS
1814	ERZ1738264	SAMN09379821	Charolais	FR	C
1815	ERZ1738264	SAMN09379822	Simmental	SW	W
1816	ERZ1738264	SAMN09379823	Simmental	SW	W
1817	ERZ1738264	SAMN09379824	Simmental	SW	W
1818	ERZ1738264	SAMN09379825	Simmental	SW	W
1819	ERZ1738264	SAMN09379826	Charolais	FR	C
1820	ERZ1738264	SAMN09379827	Simmental	SW	W
1821	ERZ1738264	SAMN09379828	Simmental	SW	W
1822	ERZ1738264	SAMN09379829	Belgian Blue	BE	WHOLE
1823	ERZ1738264	SAMN09379830	Charolais	FR	C
1824	ERZ1738264	SAMN09379831	Simmental	SW	W
1825	ERZ1738264	SAMN09379832	Simmental	SW	W
1826	ERZ1738264	SAMN09510408	Holstein	AM	WHOLE
1827	ERZ1738264	SAMN09510409	Holstein	AM	WHOLE
1828	ERZ1738264	SAMN09510410	Holstein	AM	WHOLE
1829	ERZ1738264	SAMN09510411	Holstein	AM	WHOLE
1830	ERZ1738264	SAMN09510423	Norwegian Red	NW	WHOLE
1831	ERZ1738264	SAMN09519603	Holstein	AM	WHOLE
1832	ERZ1738264	SAMN09519604	Holstein	AM	WHOLE
1833	ERZ1738264	SAMN09519605	Holstein	AM	WHOLE
1834	ERZ1738264	SAMN09519606	Holstein	AM	WHOLE
1835	ERZ1738264	SAMN09519607	Holstein	AM	WHOLE
1836	ERZ1738264	SAMN09519608	Holstein	AM	WHOLE
1837	ERZ1738264	SAMN09519609	Holstein	AM	WHOLE
1838	ERZ1738264	SAMN09519610	Holstein	AM	WHOLE
1839	ERZ1738264	SAMN09519611	Holstein	AM	WHOLE
1840	ERZ1738264	SAMN09519612	Holstein	AM	WHOLE
1841	ERZ1738264	SAMN09519613	Holstein	AM	WHOLE
1842	ERZ1738264	SAMN09519614	Holstein	AM	WHOLE
1843	ERZ1738264	SAMN09519615	Holstein	AM	WHOLE
1844	ERZ1738264	SAMN09519616	Holstein	AM	WHOLE
1845	ERZ1738264	SAMN09519617	Holstein	AM	WHOLE
1846	ERZ1738264	SAMN09519618	Holstein	AM	WHOLE
1847	ERZ1738264	SAMN09519619	Holstein	AM	WHOLE
1848	ERZ1738264	SAMN09519620	Holstein	AM	WHOLE
1849	ERZ1738264	SAMN09519621	Holstein	AM	WHOLE
1850	ERZ1738264	SAMN09519622	Holstein	AM	WHOLE
1851	ERZ1738264	SAMN09519623	Holstein	AM	WHOLE
1852	ERZ1738264	SAMN09519624	Holstein	AM	WHOLE
1853	ERZ1738264	SAMN09519625	Holstein	AM	WHOLE
1854	ERZ1738264	SAMN09519626	Holstein	AM	WHOLE
1855	ERZ1738264	SAMN09519627	Holstein	AM	WHOLE
1856	ERZ1738264	SAMN09519629	Holstein	AM	WHOLE
1857	ERZ1738264	SAMN09519630	Holstein	AM	WHOLE
1858	ERZ1738264	SAMN09519631	Holstein	AM	WHOLE
1859	ERZ1738264	SAMN09519632	Holstein	AM	WHOLE
1860	ERZ1738264	SAMN09519633	Holstein	AM	WHOLE
1861	ERZ1738264	SAMN09519634	Holstein	AM	WHOLE
1862	ERZ1738264	SAMN10108008	Holstein	AM	WHOLE
1863	ERZ1738264	SAMN10108011	Holstein	AM	WHOLE
1864	ERZ1738264	SAMN10108012	Holstein	AM	WHOLE
1865	ERZ1738264	SAMN10131223	Tharparkar	PA	WHOLE
1866	ERZ1738264	SAMN10131257	Kangayam	IN	S
1867	ERZ1738264	SAMN10182839	Simmental	SW	W
1868	ERZ1738264	SAMN10486398	Nelore	IN	SE
1869	ERZ1738264	SAMN10486399	Nelore	IN	SE
1870	ERZ1738264	SAMN10486400	Nelore	IN	SE
1871	ERZ1738264	SAMN10486401	Nelore	IN	SE
1872	ERZ1738264	SAMN10598549	Holstein	AM	WHOLE
1873	ERZ1738264	SAMN10598550	Holstein x Hereford	AM	WHOLE
1874	ERZ1738264	SAMN10598551	Holstein x Hereford	AM	WHOLE
1875	ERZ1738264	SAMN10598552	Holstein x Hereford	AM	WHOLE
1876	ERZ1738264	SAMN10598553	Holstein x Hereford	AM	WHOLE
1877	ERZ1738264	SAMN10598554	Holstein x Hereford	AM	WHOLE
1878	ERZ1738264	SAMN10598555	Holstein x Hereford	AM	WHOLE
1879	ERZ1738264	SAMN10598556	Hereford	UK	SW
1880	ERZ1738264	SAMN10598557	Hereford	UK	SW
1881	ERZ1738264	SAMN10598558	Hereford	UK	SW
1882	ERZ1738264	SAMN10598559	Hereford	UK	SW
1883	ERZ1738264	SAMN10598560	Hereford	UK	SW
1884	ERZ1738264	SAMN10598561	Hereford	UK	SW
1885	ERZ1738264	SAMN10598562	Hereford	UK	SW
1886	ERZ1738264	SAMN10598563	Hereford	UK	SW
1887	ERZ1738264	SAMN10598564	Hereford	UK	SW
1888	ERZ1738264	SAMN10598565	Hereford	UK	SW
1889	ERZ1738264	SAMN10598566	Hereford	UK	SW
1890	ERZ1738264	SAMN10598567	Hereford	UK	SW
1891	ERZ1738264	SAMN10598568	Holstein	AM	WHOLE
1892	ERZ1738264	SAMN10598569	Hereford	UK	SW
1893	ERZ1738264	SAMN10598570	Hereford	UK	SW
1894	ERZ1738264	SAMN10598571	Holstein x Hereford	AM	WHOLE
1895	ERZ1738264	SAMN10598572	Holstein x Hereford	AM	WHOLE
1896	ERZ1738264	SAMN10598573	Hereford	UK	SW
1897	ERZ1738264	SAMN10598574	Hereford	UK	SW
1898	ERZ1738264	SAMN10598575	Holstein x Hereford	AM	WHOLE
1899	ERZ1738264	SAMN10598576	Hereford	UK	SW
1900	ERZ1738264	SAMN10693931	Red Angus	SC	WHOLE
1901	ERZ1738264	SAMN10693932	Red Angus	SC	WHOLE
1902	ERZ1738264	SAMN10693933	Red Angus	SC	WHOLE
1903	ERZ1738264	SAMN10693934	Charolais-Red Angus	FRxSC	mixed
1904	ERZ1738264	SAMN10721579	Sayaguesa	SP	NW
1905	ERZ1738264	SAMN10721580	Maronesa	PO	WHOLE
1906	ERZ1738264	SAMN10721581	Limia	SP	NW
1907	ERZ1738264	SAMN10721582	Podolica	IT	S
1908	ERZ1738264	SAMN10721583	Maremmana	IT	C
1909	ERZ1738264	SAMN10721584	Pajuna	SP	S
1910	ERZ1738264	SAMN10721585	Boskarin	CR	NW
1911	ERZ1738264	SAMN11479477	Holstein	AM	WHOLE
1912	ERZ1738264	SAMN11843850	Holstein	AM	WHOLE
1913	ERZ1738264	SAMN12153485	highland	SC	WHOLE
1914	ERZ1738264	SAMN13389915	BelgianBlue/LimousinCross	BExFR	mixed
